ABFNumber	mps	postingmonth	postingyear	MPColour	EventDescription	EventCode
1005146	0.1900	9	2016	G	Killara	2106
1013009	0.6900	10	2016	R	Whittlesea	3482
1016199	0.3500	10	2016	R	Whittlesea	3482
1003331	0.5100	9	2016	G	Melville	6758
1004001	0.0400	9	2016	G	Melville	6758
1004018	0.0400	9	2016	G	Melville	6758
1004492	1.3400	9	2016	G	Melville	6758
1009011	0.6800	9	2016	G	Melville	6758
1009028	0.0800	9	2016	G	Melville	6758
1012339	0.0900	9	2016	G	Melville	6758
1004001	0.1400	10	2016	R	Melville	6758
1004018	0.1400	10	2016	R	Melville	6758
1009011	0.3300	10	2016	R	Melville	6758
1003739	0.5600	5	2016	G	Carlingford	2077
1003755	0.0800	5	2016	G	Carlingford	2077
1003763	0.0800	5	2016	G	Carlingford	2077
1002732	0.3000	5	2016	G	Parramatta	2200
1005235	0.3000	5	2016	G	Surfers	4682
1008250	0.5900	7	2016	G	Randwick	2230
1002732	0.0600	7	2016	G	Parramatta	2200
1001221	0.2000	7	2016	G	Warringah	2185
1004425	0.0200	7	2016	G	Brisbane	4528
1002899	0.1800	7	2016	G	Easts	2065
1002910	0.1600	7	2016	G	Easts	2065
1002929	0.0500	7	2016	G	Easts	2065
1005235	0.4400	7	2016	G	Surfers	4682
1003232	0.1500	8	2016	G	NSBC@	2074
1003720	0.1200	9	2016	G	Carlingford	2077
1003755	0.0400	9	2016	G	Carlingford	2077
1003763	0.0400	9	2016	G	Carlingford	2077
1005901	0.0400	9	2016	G	Carlingford	2077
1003429	0.3400	9	2016	G	In City	5710
1008250	0.6000	9	2016	R	Randwick	2230
1008250	0.3000	9	2016	G	Randwick	2230
1001582	0.2700	9	2016	G	N.Districts	6793
1017276	0.1200	10	2016	G	Bayswater	6765
1006071	0.7000	9	2016	G	Melville	6758
1006088	0.7000	9	2016	G	Melville	6758
1002910	0.1300	10	2016	G	Easts	2065
1003232	0.1800	10	2016	G	NSBC@	2074
1016441	0.1100	10	2016	G	NSBC@	2074
1017438	0.1900	10	2016	G	Dubbo	2130
1006101	0.0600	10	2016	G	Melville	6758
1014757	0.0800	10	2016	G	Melville	6758
1014781	0.0800	10	2016	G	Melville	6758
1009044	0.5200	7	2016	G	Melville	6758
1007882	0.1100	7	2016	G	Theodor Herzl	3475
1009656	0.0800	7	2016	G	N.Districts	6793
1003771	0.4600	7	2016	G	Brisbane	4528
1002864	0.0800	7	2016	G	Easts	2065
1003046	0.0700	7	2016	G	Easts	2065
1006975	0.2100	7	2016	G	Surfers	4682
1007882	0.1200	8	2016	G	Theodor Herzl	3475
1007361	0.3000	8	2016	G	In City	5710
1010451	0.5000	8	2016	G	Gympie	4625
1003682	0.1200	9	2016	G	Carlingford	2077
1014560	0.4000	9	2016	G	Tenterfield	2252
1017241	0.4900	10	2016	G	Bayswater	6765
1014064	0.4400	9	2016	G	Melville	6758
1002864	0.2500	10	2016	G	Easts	2065
1016423	0.1100	10	2016	G	NSBC@	2074
1014064	0.0800	10	2016	G	Melville	6758
1015990	0.1300	10	2016	G	Bathurst	2015
1007361	0.5300	10	2016	G	In City	5710
1006444	0.3200	6	2016	R	Nagambie	3471
1001442	0.1100	6	2016	G	Macedon	3405
1004530	0.1400	6	2016	G	South Perth	6788
1004557	0.4500	6	2016	G	South Perth	6788
1003968	0.1800	6	2016	G	Cowra	2038
1006037	0.2100	6	2016	G	Cowra	2038
1000942	0.0400	7	2016	G	Southside	2239
1000969	0.0400	7	2016	G	Southside	2239
1005537	0.2200	8	2016	G	Melbourne	3408
1005553	0.5400	8	2016	G	Melbourne	3408
1005944	0.5400	8	2016	G	Melbourne	3408
1007378	0.6300	8	2016	G	Melbourne	3408
1003011	0.3300	8	2016	G	Queensland	4555
1003968	0.1700	8	2016	G	Cowra	2038
1006037	0.2800	8	2016	G	Cowra	2038
1004379	0.4100	8	2016	G	Tamborine	4685
1003852	0.0900	8	2016	G	Batemans	2019
1002260	0.0400	8	2016	G	South Perth	6788
1002287	0.0400	8	2016	G	South Perth	6788
1004530	0.1500	8	2016	G	South Perth	6788
1004557	0.9200	8	2016	G	South Perth	6788
1010530	0.0500	8	2016	G	South Perth	6788
1014821	0.2100	9	2016	G	St Geo.Budapest	2237
1003968	0.1100	9	2016	G	Cowra	2038
1007874	0.3900	9	2016	G	Lockyer	4637
1007874	0.2100	9	2016	R	Lockyer	4637
1002376	0.3000	10	2016	G	OZ Bridge	3463
1014668	0.1500	10	2016	R	Nagambie	3471
1002961	0.1100	10	2016	G	N.Suburbs	4545
1015052	0.4100	11	2016	R	Leeton	2116
1014412	0.7600	11	2016	G	Blue Mountains	2020
1005553	0.1100	11	2016	G	Melbourne	3408
1005944	0.2800	11	2016	G	Melbourne	3408
1007378	0.6100	11	2016	G	Melbourne	3408
1002260	0.2600	10	2016	G	South Perth	6788
1002287	0.2600	10	2016	G	South Perth	6788
1010530	0.0600	10	2016	G	South Perth	6788
1016301	0.6100	10	2016	G	South Perth	6788
1016660	0.1600	10	2016	G	South Perth	6788
1004379	0.0800	11	2016	G	Tamborine	4685
1018541	0.2900	11	2016	G	Undercroft	6792
1018558	0.3400	11	2016	G	Undercroft	6792
1002309	0.1300	11	2016	G	South Perth	6788
1004506	0.3600	11	2016	G	South Perth	6788
1004514	0.2200	11	2016	G	South Perth	6788
1007351	0.2200	11	2016	G	South Perth	6788
1010506	0.1300	11	2016	G	South Perth	6788
1012002	0.8300	11	2016	G	South Perth	6788
1013841	0.5600	11	2016	G	South Perth	6788
1016687	0.0500	11	2016	G	South Perth	6788
1016695	0.0500	11	2016	G	South Perth	6788
1018876	0.3900	11	2016	G	South Perth	6788
1018884	0.1700	11	2016	G	South Perth	6788
1016180	0.2700	12	2016	G	Undercroft	6792
1018541	0.2700	12	2016	G	Undercroft	6792
1018558	0.2700	12	2016	G	Undercroft	6792
1008021	0.1500	12	2016	G	Toowoomba	4688
1018043	0.0800	12	2016	G	Brunswick	2021
1018043	0.1100	12	2016	G	Brunswick	2021
1004328	0.1200	12	2016	G	North Shore	2120
1009508	0.2700	12	2016	G	North Shore	2120
1010352	0.4300	12	2016	G	North Shore	2120
1009354	0.2800	12	2016	R	Mackay	4640
1018711	0.4500	12	2016	R	Mackay	4640
1009346	1.2100	12	2016	G	Fremantle	6764
1004824	0.3200	12	2016	R	Great Lakes	2081
1013701	0.0500	1	2017	G	Undercroft	6792
1016180	0.0400	1	2017	G	Undercroft	6792
1016717	0.0800	1	2017	G	Undercroft	6792
1018541	0.5600	1	2017	G	Undercroft	6792
1008021	1.8200	1	2017	G	Toowoomba	4688
1019546	0.0700	1	2017	G	Toowoomba	4688
1023039	0.0500	1	2017	G	Toowoomba	4688
1023055	0.3700	1	2017	G	Toowoomba	4688
1023063	0.3700	1	2017	G	Toowoomba	4688
1003641	0.4200	2	2017	R	Deniliquin	3328
1023225	0.2100	1	2017	G	Nagambie	3471
1009346	1.3300	1	2017	G	Fremantle	6764
1000977	0.1700	2	2017	G	Kenmore	4632
1021044	0.1100	2	2017	G	Kenmore	4632
1002252	0.0800	11	2016	G	South Perth	6788
1006436	0.1200	12	2016	G	Macedon	3405
1001582	0.3400	12	2016	G	Undercroft	6792
1008080	0.0900	12	2016	G	Toowoomba	4688
1008900	0.6500	12	2016	G	Toowoomba	4688
1017462	0.0900	12	2016	G	Toowoomba	4688
1014439	0.2500	12	2016	G	Shepparton	3460
1001418	0.8400	12	2016	R	Yarra Valley	3496
1004581	0.2400	12	2016	G	Lockyer	4637
1008927	0.4300	12	2016	G	North Shore	2120
1008943	0.6400	12	2016	G	North Shore	2120
1002740	0.7800	12	2016	R	Mackay	4640
1018795	0.0800	12	2016	G	Eastern	3338
1004581	0.8400	1	2017	G	Kenmore	4632
1001418	0.1000	12	2016	G	Stepbridge	5742
1008900	2.1100	1	2017	G	Toowoomba	4688
1014609	0.0900	1	2017	G	Toowoomba	4688
1017454	0.1300	1	2017	G	Toowoomba	4688
1007750	0.0900	2	2017	R	Deniliquin	3328
1018779	0.0800	3	2017	R	Shepparton	3460
1025295	0.2400	2	2017	G	Kenmore	4632
1013831	0.2100	11	2016	G	South Perth	6788
1016652	0.1200	11	2016	G	South Perth	6788
1016679	0.1800	11	2016	G	South Perth	6788
1018922	0.2200	11	2016	G	South Perth	6788
1002041	0.5600	11	2016	G	Christies	5738
1019155	0.1100	11	2016	R	Toronto	2257
1025147	0.1300	2	2017	G	Waverley	3480
1025155	0.1700	2	2017	G	Waverley	3480
1001728	0.5700	2	2017	G	Armidale	2010
1005091	0.2500	2	2017	G	Paynesville	3435
1007637	0.0700	11	2016	G	Woolgoolga	2292
1010883	0.2600	11	2016	G	Woolgoolga	2292
1013548	0.1500	11	2016	G	Bunbury	6757
1014080	0.0500	11	2016	G	Bunbury	6757
1017561	0.2500	11	2016	G	Bunbury	6757
1000799	0.0400	11	2016	G	Bunbury	6757
1013491	0.0600	11	2016	G	Bunbury	6757
1010956	0.7000	12	2016	G	Berwick	3317
1018973	0.2600	12	2016	G	Berwick	3317
1003526	0.1100	12	2016	G	Peninsula-Vic	3437
1008706	0.0900	1	2017	G	SABA	5701
1001361	0.1900	1	2017	G	Adelaide	5704
1007361	0.0700	1	2017	G	Adelaide	5704
1006975	0.1400	1	2017	G	Sanctuary	4677
1010204	0.2700	1	2017	G	Sanctuary	4677
1000349	0.2900	2	2017	G	Waverley	3480
1001779	0.5700	2	2017	G	Waverley	3480
1002521	0.3700	2	2017	G	Waverley	3480
1003364	0.0900	2	2017	G	Waverley	3480
1003380	0.1900	2	2017	G	Waverley	3480
1007203	0.2300	2	2017	G	Waverley	3480
1009117	0.0600	2	2017	G	Waverley	3480
1012134	0.1800	2	2017	G	Waverley	3480
1019562	0.4000	2	2017	G	Waverley	3480
1019678	0.0400	2	2017	G	Waverley	3480
1022334	0.0800	2	2017	G	Waverley	3480
1008595	0.5100	11	2016	G	SABA	5701
1001574	0.1800	11	2016	G	Peninsula-Vic	3437
1000128	1.0400	4	2016	G	Finesse	2067
1001442	0.1400	7	2016	G	Geelong	3360
1000128	1.7000	7	2016	G	Finesse	2067
1000128	1.1900	7	2016	G	Finesse	2067
1001108	0.5000	6	2016	R	SABA	5701
1007394	0.1100	6	2016	G	SABA	5701
1003038	0.1800	6	2016	G	Turramurra	2266
1000691	0.2500	6	2016	G	Turramurra	2266
1000713	0.0400	6	2016	G	Turramurra	2266
1003038	0.1300	6	2016	G	Turramurra	2266
1005804	0.0500	8	2016	G	Caloundra	4592
1011375	0.1700	8	2016	G	Caloundra	4592
1010646	0.3300	7	2016	G	Bayside	3311
1006940	0.1800	7	2016	G	Wagga Wagga	2267
1007981	0.0500	7	2016	G	Wagga Wagga	2267
1000462	0.0400	7	2016	G	SABA	5701
1002511	0.2000	8	2016	G	Waverley	3480
1003372	0.1400	8	2016	G	Waverley	3480
1005693	0.1100	8	2016	G	Waverley	3480
1009125	0.1700	8	2016	G	Waverley	3480
1006940	0.2400	9	2016	G	Wagga Wagga	2267
1007394	0.1300	10	2016	G	SABA	5701
1008625	0.3600	10	2016	G	SABA	5701
1015893	0.1200	10	2016	G	SABA	5701
1015893	0.1100	10	2016	R	SABA	5701
1001620	0.1500	11	2016	G	In Barossa	5708
1017667	0.1700	10	2016	G	Armidale	2010
1016075	0.1200	10	2016	G	Armidale	2010
1017144	0.1100	10	2016	G	Armidale	2010
1013211	0.1000	10	2016	G	Mandurah	6778
1016806	0.1300	10	2016	G	Mandurah	6778
1016822	0.2500	10	2016	G	Mandurah	6778
1003550	0.4000	11	2016	G	Adelaide	5704
1005103	0.3600	11	2016	G	Tivoli	3474
1012304	0.3000	11	2016	G	Canning	6756
1000462	0.0900	11	2016	G	SABA	5701
1012304	0.2400	11	2016	G	Canning	6756
1003534	0.1800	11	2016	G	Peninsula-Vic	3437
1007531	0.4100	11	2016	G	Peninsula-Vic	3437
1007361	0.3100	11	2016	G	Adelaide	5704
1008706	0.0800	11	2016	G	SABA	5701
1012312	0.0900	11	2016	G	Canning	6756
1012312	0.0800	11	2016	G	Canning	6756
1010816	0.4600	11	2016	R	Redland	4510
1003526	0.2500	11	2016	G	Peninsula-Vic	3437
1004204	0.1700	12	2016	G	Benalla	3313
1001361	0.0800	11	2016	G	Adelaide	5704
1001361	0.3800	11	2016	R	Adelaide	5704
1008633	0.2100	1	2017	G	SABA	5701
1019511	0.3000	1	2017	G	SABA	5701
1019767	0.2400	1	2017	G	SABA	5701
1019831	0.0600	1	2017	G	SABA	5701
1005723	0.3200	12	2016	G	Caloundra	4592
1009451	0.1100	12	2016	G	Belmont	2046
1007025	0.2300	1	2017	G	Wagga Wagga	2267
1020171	0.1700	1	2017	G	Geelong	3360
1022601	0.5600	2	2017	G	Bayside	3311
1022652	0.7100	2	2017	G	Bayside	3311
1022921	0.3900	2	2017	G	Bayside	3311
1023659	0.0900	2	2017	G	Bayside	3311
1024493	0.3600	2	2017	G	Bayside	3311
1024851	0.4400	2	2017	G	Bayside	3311
1025945	0.1900	2	2017	G	Bayside	3311
1000454	0.2500	2	2017	G	In Barossa	5708
1004638	0.1500	2	2017	G	In Barossa	5708
1012339	0.0900	11	2016	G	Canning	6756
1012347	0.3000	11	2016	G	Canning	6756
1012347	0.2400	11	2016	G	Canning	6756
1012355	0.0800	11	2016	G	Canning	6756
1011022	0.3300	12	2016	G	Community Bateau	2035
1019521	0.0600	12	2016	R	Pt Macq. Hastings	2227
1012851	3.2500	12	2016	G	Pt Macq. Hastings	2227
1019521	0.7300	12	2016	G	Pt Macq. Hastings	2227
1019538	0.2900	12	2016	G	Pt Macq. Hastings	2227
1009680	0.0800	12	2016	G	Cairns	4590
1008846	0.0800	1	2017	G	Woolgoolga	2292
1010832	0.0800	1	2017	G	Woolgoolga	2292
1000659	0.1300	12	2016	G	Bayside	3311
1004484	0.2400	12	2016	G	Bayside	3311
1000004	0.1700	1	2017	G	SABA	5701
1008651	0.1000	1	2017	G	SABA	5701
1008676	0.0700	1	2017	G	SABA	5701
1008684	0.0700	1	2017	G	SABA	5701
1008692	0.0600	1	2017	G	SABA	5701
1014201	0.1100	1	2017	G	SABA	5701
1014358	0.3600	1	2017	G	SABA	5701
1019384	0.2100	1	2017	G	SABA	5701
1019716	0.0600	1	2017	G	SABA	5701
1019724	0.0600	1	2017	G	SABA	5701
1005812	0.9100	12	2016	G	Caloundra	4592
1005820	0.0800	12	2016	G	Caloundra	4592
1011367	0.0600	12	2016	G	Caloundra	4592
1009842	0.2800	1	2017	G	Redland	4510
1010344	0.0700	1	2017	G	Redland	4510
1012339	0.0800	1	2017	G	Canning	6756
1022040	0.1600	2	2017	G	Paynesville	3435
1000659	0.4400	2	2017	G	Bayside	3311
1004484	0.2700	2	2017	G	Bayside	3311
1022709	0.1500	2	2017	G	Bayside	3311
1024388	0.0800	2	2017	G	Bayside	3311
1025732	0.5700	2	2017	G	Bayside	3311
1010840	0.3300	2	2017	G	Woolgoolga	2292
1012339	0.0900	2	2017	G	Canning	6756
1017012	0.1800	2	2017	G	Cairns	4590
1012851	1.2600	2	2017	G	Pt Macq. Hastings	2227
1008528	0.2900	2	2017	G	SABA	5701
1008651	0.1400	2	2017	G	SABA	5701
1008668	0.5400	2	2017	G	SABA	5701
1008676	0.1600	2	2017	G	SABA	5701
1008684	0.2500	2	2017	G	SABA	5701
1010190	0.6900	2	2017	G	SABA	5701
1014358	1.5500	2	2017	G	SABA	5701
1019384	0.9300	2	2017	G	SABA	5701
1000731	0.1300	11	2016	G	Adelaide	5704
1000748	0.1300	11	2016	G	Adelaide	5704
1000731	0.1200	11	2016	R	Adelaide	5704
1000748	0.1200	11	2016	R	Adelaide	5704
1009613	-0.9200	12	2016	G	Strathfield	2250
1009613	-0.0900	12	2016	G	Strathfield	2250
1009613	-0.2100	12	2016	G	Strathfield	2250
1009613	-0.0900	12	2016	G	Strathfield	2250
1009613	-0.0800	12	2016	G	Strathfield	2250
1009613	-0.1600	12	2016	R	Strathfield	2250
1009613	-0.4800	12	2016	G	Strathfield	2250
1001566	0.2600	1	2017	G	SABA	5701
1008587	0.0800	1	2017	G	SABA	5701
1010778	0.6900	1	2017	G	SABA	5701
1013424	0.8800	1	2017	G	SABA	5701
1013432	0.3900	1	2017	G	SABA	5701
1013599	0.0900	1	2017	G	SABA	5701
1013602	0.1500	1	2017	G	SABA	5701
1013610	0.1500	1	2017	G	SABA	5701
1013629	0.3600	1	2017	G	SABA	5701
1012673	0.0400	1	2017	G	Waverley	3480
1012681	0.0400	1	2017	G	Waverley	3480
1022369	0.0700	1	2017	G	Waverley	3480
1022377	0.0700	1	2017	G	Waverley	3480
1022385	0.2400	1	2017	G	Waverley	3480
1022393	0.0900	1	2017	G	Waverley	3480
1014544	0.1500	1	2017	G	Bendigo	3315
1020056	0.2200	1	2017	G	North Sydney	2190
1014854	0.0800	1	2017	G	Armidale	2010
1002678	0.3400	1	2017	G	SABA	5701
1008668	0.2400	1	2017	G	SABA	5701
1008676	0.0800	1	2017	G	SABA	5701
1008684	0.0800	1	2017	G	SABA	5701
1014188	0.2100	1	2017	G	SABA	5701
1014201	0.2100	1	2017	G	SABA	5701
1020870	0.1500	1	2017	G	SABA	5701
1000802	0.1100	1	2017	G	Bunbury	6757
1013505	0.1900	1	2017	G	Bunbury	6757
1013531	0.2600	1	2017	G	Bunbury	6757
1020218	0.3100	1	2017	G	Bunbury	6757
1005812	0.5800	1	2017	G	Caloundra	4592
1005820	0.0500	1	2017	G	Caloundra	4592
1011367	0.1000	1	2017	G	Caloundra	4592
1005812	0.6100	2	2017	G	Caloundra	4592
1005820	0.2900	2	2017	G	Caloundra	4592
1011367	0.0400	2	2017	G	Caloundra	4592
1016210	0.1700	2	2017	G	Caloundra	4592
1010859	0.5600	1	2017	G	Woolgoolga	2292
1000659	0.4800	1	2017	G	Bayside	3311
1004484	0.1500	1	2017	G	Bayside	3311
1022709	0.2300	1	2017	G	Bayside	3311
1016857	0.0400	1	2017	G	Mandurah	6778
1022865	0.0500	2	2017	G	Bundaberg	4587
1022873	0.0500	2	2017	G	Bundaberg	4587
1022881	0.0500	2	2017	G	Bundaberg	4587
1022891	0.3000	2	2017	R	Bundaberg	4587
1023209	0.3500	2	2017	G	Bundaberg	4587
1023217	0.1800	2	2017	G	Bundaberg	4587
1000829	0.0800	2	2017	G	Hunters Hill	2098
1019041	0.0800	2	2017	G	Hunters Hill	2098
1004409	0.0900	10	2016	G	Waverley	3480
1007416	0.3800	10	2016	G	Waverley	3480
1012101	0.1000	10	2016	G	Waverley	3480
1012118	0.1700	10	2016	G	Waverley	3480
1014099	0.1200	10	2016	G	Bunbury	6757
1014102	0.1500	10	2016	G	Bunbury	6757
1005901	0.1000	11	2016	G	Hunters Hill	2098
1005091	0.2100	11	2016	G	Paynesville	3435
1000918	0.1200	11	2016	G	Sanctuary	4677
1012428	0.1000	11	2016	G	Port Pirie	5725
1013424	0.4200	11	2016	G	SABA	5701
1013432	1.0700	11	2016	G	SABA	5701
1013599	0.0800	11	2016	G	SABA	5701
1013602	0.0600	11	2016	G	SABA	5701
1013610	0.0600	11	2016	G	SABA	5701
1000731	0.6700	12	2016	G	Adelaide	5704
1000748	0.6700	12	2016	G	Adelaide	5704
1011065	0.1000	11	2016	G	Bayswater	6765
1017241	0.1000	11	2016	G	Bayswater	6765
1002856	0.0800	7	2016	G	Easts	2065
1002872	0.0500	7	2016	G	Easts	2065
1003690	0.0400	9	2016	G	Carlingford	2077
1003712	0.1200	9	2016	G	Carlingford	2077
1014579	0.4800	9	2016	G	Tenterfield	2252
1004603	1.5400	9	2016	G	Tenterfield	2252
1012231	0.1100	9	2016	G	Surfers	4682
1006967	0.4900	10	2016	G	Bayswater	6765
1005308	0.0900	10	2016	G	W.Suburbs-NSW	2270
1006126	0.4100	9	2016	G	Melville	6758
1002856	0.2500	10	2016	G	Easts	2065
1016326	0.1500	10	2016	G	NSBC@	2074
1016415	0.1500	10	2016	G	NSBC@	2074
1006126	0.0600	10	2016	G	Melville	6758
1015982	0.8200	10	2016	G	Bathurst	2015
1018094	0.2600	10	2016	G	In City	5710
1018094	0.1900	10	2016	G	In City	5710
1011057	0.1000	11	2016	G	Bayswater	6765
1010719	0.2100	11	2016	G	Bayswater	6765
1006967	0.3000	11	2016	G	Bayswater	6765
1006967	0.2100	10	2016	G	Bayswater	6765
1006967	0.2700	10	2016	G	Bayswater	6765
1016369	0.1100	10	2016	G	NSBC@	2074
1013874	0.1100	10	2016	G	Dubbo	2130
1004492	0.1500	10	2016	G	Melville	6758
1009011	0.2200	10	2016	G	Melville	6758
1001167	0.5300	10	2016	G	In City	5710
1001167	0.1900	11	2016	R	In City	5710
1002988	0.0800	10	2016	G	Ravens	3445
1007653	0.0400	12	2016	G	Nambucca	2170
1007661	0.0400	12	2016	G	Nambucca	2170
1012185	0.6800	12	2016	G	Donald	3330
1012193	0.4800	12	2016	G	Donald	3330
1012169	0.6800	12	2016	G	Donald	3330
1012177	0.8000	12	2016	G	Donald	3330
1011359	0.2700	12	2016	G	Caulfield	3323
1003003	0.9100	12	2016	G	Gold Coast	4620
1012533	0.3600	11	2016	G	Rockingham	6784
1017519	0.1000	12	2016	G	NSBC@	2074
1013009	0.4200	12	2016	G	Whittlesea	3482
1013017	0.2400	12	2016	G	Whittlesea	3482
1013025	0.1300	12	2016	G	Whittlesea	3482
1016040	0.2100	1	2017	G	Warringah	2185
1007653	0.4000	3	2017	G	Nambucca	2170
1007661	0.4000	3	2017	G	Nambucca	2170
1001582	0.5600	10	2016	G	N.Districts	6793
1017292	0.1500	11	2016	G	Bayswater	6765
1002732	0.0800	11	2016	G	Parramatta	2200
1005235	1.2600	11	2016	G	Surfers	4682
1008749	0.1600	11	2016	R	Carlingford	2077
1008757	0.1600	11	2016	R	Carlingford	2077
1009435	0.1700	11	2016	G	Warringah	2185
1001418	0.1400	12	2016	R	RACV	3442
1014129	0.1800	12	2016	G	Donald	3330
1008250	0.4200	12	2016	G	Harbourview	2091
1003232	0.1000	12	2016	G	NSBC@	2074
1007963	0.0200	6	2016	G	Sunnybank	4566
1003690	0.3700	6	2016	G	Carlingford	2077
1000039	0.1200	6	2016	G	Tumut	2262
1000101	0.2600	6	2016	G	Tumut	2262
1000446	0.3200	6	2016	G	Tumut	2262
1006967	0.6300	7	2016	G	Bayswater	6765
1001213	0.0500	8	2016	G	West Australian	6795
1001760	0.1300	8	2016	G	West Australian	6795
1003194	0.0600	8	2016	G	West Australian	6795
1004964	0.3100	8	2016	G	West Australian	6795
1001213	0.0700	8	2016	G	West Australian	6795
1001760	0.9100	8	2016	G	West Australian	6795
1003194	0.1100	8	2016	G	West Australian	6795
1004964	0.2900	8	2016	G	West Australian	6795
1012231	0.7800	8	2016	G	Surfers	4682
1012231	2.3900	8	2016	G	Surfers	4682
1004786	0.4800	9	2016	G	Sapphire Coast	2234
1009281	1.2000	9	2016	G	Moonee	3348
1009370	0.8600	9	2016	G	Moonee	3348
1011308	0.1500	9	2016	G	Moonee	3348
1006053	0.0600	8	2016	G	Melville	6758
1006126	0.3700	8	2016	G	Melville	6758
1012231	0.3300	9	2016	G	Surfers	4682
1014919	0.2700	9	2016	G	Rockingham	6784
1002945	0.0600	9	2016	G	Sunnybank	4566
1012878	0.1100	9	2016	G	Sunnybank	4566
1015982	0.8900	10	2016	G	Bathurst	2015
1016008	0.2800	10	2016	G	Bathurst	2015
1005308	0.1200	11	2016	G	W.Suburbs-NSW	2270
1007467	0.0400	9	2016	G	Brisbane	4528
1004281	0.1200	9	2016	G	Bega Valley	2009
1006967	0.4000	10	2016	G	Bayswater	6765
1006967	0.3000	10	2016	G	Bayswater	6765
1004530	0.3000	10	2016	G	Bayswater	6765
1012231	0.5400	10	2016	G	Surfers	4682
1005308	0.1000	11	2016	G	W.Suburbs-NSW	2270
1005308	0.2000	10	2016	R	W.Suburbs-NSW	2270
1005308	0.0900	11	2016	G	W.Suburbs-NSW	2270
1017306	0.2500	11	2016	G	Bayswater	6765
1005308	0.1200	10	2016	G	W.Suburbs-NSW	2270
1010719	0.2200	11	2016	G	Bayswater	6765
1017306	0.1200	11	2016	G	Bayswater	6765
1006967	0.2500	11	2016	G	Bayswater	6765
1017314	0.1200	11	2016	G	Bayswater	6765
1017659	0.2200	11	2016	G	Bayswater	6765
1020242	0.3200	12	2016	G	W.Suburbs-NSW	2270
1004298	0.1200	12	2016	G	Bega Valley	2009
1019422	0.3400	12	2016	G	Carlingford	2077
1002953	0.2600	12	2016	G	Arana	4503
1002864	0.1000	12	2016	G	Easts	2065
1003046	0.1000	12	2016	G	Easts	2065
1004298	0.5000	12	2016	R	Bega Valley	2009
1017314	0.1000	12	2016	G	Bayswater	6765
1017659	0.0800	12	2016	G	Bayswater	6765
1000527	0.2300	12	2016	G	West Australian	6795
1000543	0.2300	12	2016	G	West Australian	6795
1018175	0.5600	12	2016	G	West Australian	6795
1017241	0.2500	1	2017	R	Bayswater	6765
1006959	0.1300	1	2017	R	Bayswater	6765
1017314	0.1700	1	2017	R	Bayswater	6765
1017659	0.3500	1	2017	R	Bayswater	6765
1004115	0.0800	1	2017	G	ARV Hopetoun	2264
1020765	0.0800	1	2017	G	ARV Hopetoun	2264
1007361	0.1400	1	2017	G	In City	5710
1015907	0.4200	1	2017	G	In City	5710
1020242	0.1000	1	2017	G	W.Suburbs-NSW	2270
1013221	0.3200	1	2017	G	RACV	3442
1013221	0.2000	1	2017	G	RACV	3442
1002457	0.2000	1	2017	G	Sunnybank	4566
1002937	0.1500	1	2017	G	Sunnybank	4566
1002953	0.1800	1	2017	G	Sunnybank	4566
1003887	0.2100	1	2017	G	Sunnybank	4566
1010816	0.0800	1	2017	G	Sunnybank	4566
1017470	0.1800	1	2017	G	Sunnybank	4566
1017241	0.2300	2	2017	G	Bayswater	6765
1019155	0.2000	2	2017	G	Lake Macquarie	2243
1020358	0.1000	12	2016	G	Ingleburn	2100
1002491	0.4100	12	2016	G	West Australian	6795
1002503	0.4100	12	2016	G	West Australian	6795
1003331	0.1700	12	2016	G	West Australian	6795
1003496	0.3800	12	2016	G	West Australian	6795
1005650	0.4500	12	2016	G	West Australian	6795
1011529	0.3200	12	2016	G	West Australian	6795
1011685	0.3000	12	2016	G	West Australian	6795
1011693	0.1000	12	2016	G	West Australian	6795
1012002	0.3700	12	2016	G	West Australian	6795
1012835	0.3600	12	2016	G	West Australian	6795
1012843	0.8600	12	2016	G	West Australian	6795
1013191	0.0500	12	2016	G	West Australian	6795
1013203	0.0500	12	2016	G	West Australian	6795
1015842	0.1200	12	2016	G	West Australian	6795
1016024	0.3200	12	2016	G	West Australian	6795
1016032	0.3200	12	2016	G	West Australian	6795
1007653	0.1300	1	2017	G	Nambucca	2170
1007661	0.1800	1	2017	G	Nambucca	2170
1001167	0.1400	1	2017	G	In City	5710
1003143	0.5900	1	2017	G	RACV	3442
1003143	0.2800	1	2017	G	RACV	3442
1013009	1.0500	1	2017	G	Whittlesea	3482
1009001	0.3800	1	2017	G	Sunnybank	4566
1018027	0.6400	1	2017	G	Sunnybank	4566
1005480	0.1800	2	2017	G	Surfers	4682
1006355	0.0900	2	2017	G	Surfers	4682
1008994	0.0800	2	2017	G	Brisbane	4528
1003429	0.1500	11	2016	G	In City	5710
1011601	0.0800	12	2016	R	Albury	2005
1001388	0.6200	12	2016	G	Bayview	2044
1001401	1.0000	12	2016	G	Bayview	2044
1001906	0.7000	12	2016	G	Bayview	2044
1002724	0.4800	12	2016	G	Bayview	2044
1006916	0.6600	12	2016	G	Bayview	2044
1006924	0.7500	12	2016	G	Bayview	2044
1006932	0.7500	12	2016	G	Bayview	2044
1002899	0.1600	12	2016	G	Easts	2065
1004263	0.3500	12	2016	R	Bega Valley	2009
1008269	0.1500	12	2016	G	Mt Gambier	5713
