ABFNumber	mps	postingmonth	postingyear	MPColour	EventDescription	EventCode
1000330	0.1700	3	2016	G	Port Macquarie	2225
1001175	0.0900	4	2016	G	Wagga Wagga	2267
1001175	2.0700	4	2016	G	Wagga Wagga	2267
1001175	0.0600	4	2016	G	Wagga Wagga	2267
1000659	0.1700	4	2016	G	Bayside	3311
1006320	0.2100	5	2016	G	Cairns	4590
1000322	0.3000	5	2016	G	Woolgoolga	2292
1005677	0.0800	5	2016	G	Waverley	3480
1000659	0.2800	5	2016	R	Bayside	3311
1000802	0.1000	5	2016	G	Bunbury	6757
1006312	0.1700	6	2016	G	Cairns	4590
1000004	0.2800	5	2016	R	SABA	5701
1002678	0.0800	5	2016	G	SABA	5701
1005669	0.1000	6	2016	G	Waverley	3480
1005677	0.1200	6	2016	G	Waverley	3480
1005685	0.1000	6	2016	G	Waverley	3480
1004832	0.1800	5	2016	G	Traralgon	3477
1000659	0.1300	6	2016	G	Bayside	3311
1004484	0.0900	6	2016	G	Bayside	3311
1007335	0.0900	6	2016	G	Albany	6754
1012339	0.2400	9	2016	G	Canning	6756
1012347	0.1200	9	2016	G	Canning	6756
1000330	0.1400	7	2016	R	Port Macquarie	2225
1000802	0.2900	7	2016	G	Bunbury	6757
1008498	0.0600	7	2016	G	SABA	5701
1008528	0.0900	7	2016	G	SABA	5701
1008668	0.4100	7	2016	G	SABA	5701
1008676	0.5200	7	2016	G	SABA	5701
1008684	0.5200	7	2016	G	SABA	5701
1009184	0.0800	7	2016	G	SABA	5701
1009192	0.0800	7	2016	G	SABA	5701
1010190	0.1900	7	2016	G	SABA	5701
1012355	0.1700	8	2016	G	Canning	6756
1012339	0.0800	8	2016	G	Canning	6756
1012355	0.1200	8	2016	G	Canning	6756
1012347	0.0800	8	2016	G	Canning	6756
1012339	0.1200	8	2016	G	Canning	6756
1012347	0.2400	8	2016	G	Canning	6756
1010697	0.1000	8	2016	G	Finesse	2067
1000829	0.4400	8	2016	G	Hunters Hill	2098
1000632	0.3700	8	2016	G	K&Q Sydney	2113
1000640	0.0900	8	2016	G	K&Q Sydney	2113
1012339	0.2400	9	2016	G	Canning	6756
1012347	0.1200	9	2016	G	Canning	6756
1012355	0.0400	9	2016	G	Canning	6756
1008846	0.0900	8	2016	G	Woolgoolga	2292
1010832	0.0900	8	2016	G	Woolgoolga	2292
1012363	0.1900	8	2016	G	Armidale	2010
1000659	0.2800	8	2016	G	Bayside	3311
1004484	0.1700	8	2016	G	Bayside	3311
1012851	0.6400	9	2016	R	Pt Macq. Hastings	2227
1001817	0.6000	9	2016	G	Turramurra	2266
1000667	0.1300	9	2016	G	Urunga	2269
1000004	0.4200	10	2016	G	SABA	5701
1000004	0.2400	10	2016	R	SABA	5701
1008528	0.0600	10	2016	G	SABA	5701
1008651	0.1200	10	2016	G	SABA	5701
1008668	0.6800	10	2016	G	SABA	5701
1008676	0.4400	10	2016	G	SABA	5701
1008684	0.5900	10	2016	G	SABA	5701
1009184	0.0400	10	2016	G	SABA	5701
1009192	0.0400	10	2016	G	SABA	5701
1010190	0.4000	10	2016	G	SABA	5701
1010190	0.8300	10	2016	R	SABA	5701
1013351	0.0600	10	2016	G	SABA	5701
1013361	0.0600	10	2016	G	SABA	5701
1012347	0.1100	9	2016	G	Canning	6756
1014536	0.0800	9	2016	G	Bendigo	3315
1000721	0.0400	3	2016	G	Turramurra	2266
1001728	0.3200	4	2016	G	Armidale	2010
1001426	0.1900	5	2016	G	Geelong	3360
1005091	0.1700	5	2016	G	Paynesville	3435
1001566	1.8300	5	2016	G	SABA	5701
1001566	1.1400	5	2016	R	SABA	5701
1003399	0.2100	6	2016	G	Waverley	3480
1004409	0.1500	6	2016	G	Waverley	3480
1005243	0.1000	6	2016	G	Waverley	3480
1001426	0.3500	6	2016	R	Geelong	3360
1001736	0.6300	7	2016	G	Berwick	3317
1009915	0.0600	7	2016	G	Yeppoon	4699
1010107	0.3500	8	2016	R	Belmont	2046
1001566	1.7600	7	2016	G	SABA	5701
1008587	0.0600	7	2016	G	SABA	5701
1008595	0.0900	7	2016	G	SABA	5701
1010778	0.1600	7	2016	G	SABA	5701
1009613	0.0900	8	2016	G	Strathfield	2250
1009613	0.2100	8	2016	G	Strathfield	2250
1005091	0.9600	9	2016	R	Paynesville	3435
1001728	0.5300	8	2016	G	Armidale	2010
1000721	0.0500	9	2016	G	Turramurra	2266
1009613	0.0800	9	2016	G	Strathfield	2250
1001566	1.1900	10	2016	G	SABA	5701
1001566	0.4200	10	2016	R	SABA	5701
1008579	0.9300	10	2016	G	SABA	5701
1008587	0.1300	10	2016	G	SABA	5701
1010778	0.0800	10	2016	G	SABA	5701
1010778	0.2400	10	2016	R	SABA	5701
1013424	0.1100	10	2016	G	SABA	5701
1013432	0.2000	10	2016	G	SABA	5701
1013580	0.2100	10	2016	G	SABA	5701
1013602	0.2500	10	2016	G	SABA	5701
1013610	0.2500	10	2016	G	SABA	5701
1018957	0.1400	11	2016	G	Broken Hill	5707
1000731	0.2900	9	2016	G	Adelaide	5704
1000748	0.2900	9	2016	G	Adelaide	5704
1000713	0.0400	3	2016	G	Turramurra	2266
1001620	0.0800	5	2016	G	In Barossa	5708
1006304	0.1700	5	2016	G	Cairns	4590
1002511	0.0600	5	2016	G	Waverley	3480
1003372	0.2400	5	2016	G	Waverley	3480
1005693	0.1200	5	2016	G	Waverley	3480
1003127	0.0800	5	2016	R	SABA	5701
1003781	0.1100	5	2016	G	Paynesville	3435
1005502	0.3900	5	2016	G	Melbourne	3408
1005510	0.3900	5	2016	G	Melbourne	3408
1004336	0.3300	5	2016	G	N.Suburbs	4545
1005502	0.2900	5	2016	G	Melbourne	3408
1005510	0.2900	5	2016	G	Melbourne	3408
1003976	0.5700	6	2016	G	Peninsula-NSW	2210
1005502	0.8300	6	2016	G	Melbourne	3408
1005510	0.2900	6	2016	G	Melbourne	3408
1007017	1.8000	6	2016	G	Melbourne	3408
1001132	0.2400	6	2016	G	Trumps	2259
1001140	0.2300	6	2016	G	Trumps	2259
1002155	0.2100	6	2016	G	Trumps	2259
1004311	0.1100	6	2016	G	Trumps	2259
1004328	0.3000	6	2016	G	Brisbane Water	2022
1004336	0.4900	6	2016	G	N.Suburbs	4545
1002309	0.0400	7	2016	G	South Perth	6788
1004506	0.1100	7	2016	G	South Perth	6788
1004514	0.2100	7	2016	G	South Perth	6788
1007351	0.2300	7	2016	G	South Perth	6788
1010506	0.0400	7	2016	G	South Perth	6788
1010514	0.0800	7	2016	G	South Perth	6788
1005316	0.2300	8	2016	G	OZ Bridge	3463
1004328	0.5900	8	2016	G	Brisbane Water	2022
1009346	1.1700	9	2016	G	Fremantle	6764
1000306	0.1100	9	2016	G	OZ Bridge	3463
1000314	0.3200	9	2016	G	OZ Bridge	3463
1013866	0.5200	9	2016	G	OZ Bridge	3463
1009494	0.3000	9	2016	G	North Shore	2120
1009508	0.3000	9	2016	G	North Shore	2120
1010352	0.0400	9	2016	G	North Shore	2120
1010360	0.2100	9	2016	G	North Shore	2120
1003658	0.6500	9	2016	G	Blue Mountains	2020
1012861	1.2000	9	2016	G	Blue Mountains	2020
1018043	0.1300	11	2016	G	Brunswick	2021
1002309	0.0400	9	2016	G	South Perth	6788
1004001	0.1200	9	2016	G	South Perth	6788
1004018	0.1200	9	2016	G	South Perth	6788
1004506	0.1700	9	2016	G	South Perth	6788
1004514	0.1200	9	2016	G	South Perth	6788
1008021	0.3400	9	2016	G	Toowoomba	4688
1014862	0.1000	10	2016	G	Taree	2256
1017217	0.0700	10	2016	G	Muswellbrook	2155
999997	0.1200	10	2016	G	North Shore	2120
1009508	0.0800	10	2016	G	North Shore	2120
1010352	0.4500	10	2016	G	North Shore	2120
1010360	0.1700	10	2016	G	North Shore	2120
1001418	0.2900	4	2016	G	Yarra Valley	3496
1002406	0.1100	5	2016	G	Melbourne	3408
1002414	0.1100	5	2016	G	Melbourne	3408
1005936	0.2100	5	2016	G	N.Suburbs	4545
1004565	0.7200	5	2016	G	Southside	2239
1002406	0.1800	5	2016	G	Melbourne	3408
1002414	0.5400	5	2016	G	Melbourne	3408
1005561	0.4500	5	2016	G	Melbourne	3408
1005571	0.4500	5	2016	G	Melbourne	3408
1005588	0.2500	5	2016	G	Melbourne	3408
1006411	1.1300	5	2016	G	Melbourne	3408
1002740	0.2100	5	2016	G	Mackay	4640
1000578	0.0900	6	2016	G	Melbourne	3408
1002406	0.6000	6	2016	G	Melbourne	3408
1002414	0.5400	6	2016	G	Melbourne	3408
1005561	0.5800	6	2016	G	Melbourne	3408
1005571	0.5800	6	2016	G	Melbourne	3408
1005588	1.3900	6	2016	G	Melbourne	3408
1006411	1.1300	6	2016	G	Melbourne	3408
1002740	1.3000	6	2016	G	Mackay	4640
1002740	0.1500	6	2016	R	Mackay	4640
1005261	0.1100	6	2016	G	Brisbane Water	2022
1007254	0.1500	6	2016	G	Brisbane Water	2022
1007262	0.1500	6	2016	G	Brisbane Water	2022
1000896	0.0900	6	2016	G	N.Suburbs	4545
1005936	0.1200	6	2016	G	N.Suburbs	4545
1002554	0.2800	8	2016	G	Great Lakes	2081
1009931	0.0900	8	2016	G	Undercroft	6792
1002740	0.3400	8	2016	G	Mackay	4640
1003402	0.1100	8	2016	G	Brisbane Water	2022
1005261	0.2500	8	2016	G	Brisbane Water	2022
1007254	0.0500	8	2016	G	Brisbane Water	2022
1007262	0.0500	8	2016	G	Brisbane Water	2022
1008900	0.1000	9	2016	G	Toowoomba	4688
1008927	0.0400	9	2016	G	North Shore	2120
1010077	0.1000	9	2016	G	North Shore	2120
1011928	0.2100	9	2016	G	North Shore	2120
1002554	0.7100	9	2016	G	Great Lakes	2081
1006436	0.0500	9	2016	G	Macedon	3405
1004761	0.2600	9	2016	G	Blue Mountains	2020
1007734	0.0700	9	2016	G	Lennox Head	2114
1008900	0.9800	9	2016	G	Toowoomba	4688
1008927	0.4500	10	2016	G	North Shore	2120
1008943	0.4000	10	2016	G	North Shore	2120
1011251	0.0800	10	2016	G	Nagambie	3471
1002740	1.5800	10	2016	G	Mackay	4640
1002554	0.1800	10	2016	G	Great Lakes	2081
1006436	0.1500	11	2016	R	Macedon	3405
1005529	0.1500	5	2016	G	Melbourne	3408
1000934	0.0400	5	2016	G	Southside	2239
1002686	0.1500	5	2016	G	Melbourne	3408
1002686	0.1500	6	2016	G	Melbourne	3408
1005529	0.1100	6	2016	G	Melbourne	3408
1002041	0.1300	7	2016	R	Christies	5738
1002546	0.1800	6	2016	G	Great Lakes	2081
1004794	0.3300	6	2016	G	Great Lakes	2081
1007726	0.1500	7	2016	G	Tablelands	4683
1005278	0.1100	6	2016	G	Brisbane Water	2022
1000861	0.0900	6	2016	G	N.Suburbs	4545
1002279	0.2700	7	2016	G	South Perth	6788
1000462	0.0400	5	2016	G	SABA	5701
1002511	0.0400	6	2016	G	Waverley	3480
1002538	0.0800	6	2016	G	Waverley	3480
1005693	0.1200	6	2016	G	Waverley	3480
1006398	1.0000	6	2016	G	Canning	6756
1007051	0.0900	6	2016	R	Paynesville	3435
1012304	0.1200	9	2016	G	Canning	6756
1003127	0.1700	7	2016	G	SABA	5701
1008463	0.0600	7	2016	G	SABA	5701
1008536	0.0900	7	2016	G	SABA	5701
1008552	0.4500	7	2016	G	SABA	5701
1008625	0.1600	7	2016	G	SABA	5701
1008641	0.2100	7	2016	G	SABA	5701
1006398	0.1200	8	2016	G	Canning	6756
1012320	0.0800	8	2016	G	Canning	6756
1012304	0.0800	8	2016	G	Canning	6756
1012320	0.1700	8	2016	G	Canning	6756
1006398	0.1200	8	2016	G	Canning	6756
1012304	0.2400	8	2016	G	Canning	6756
1006398	0.1700	8	2016	G	Canning	6756
1000128	0.8100	8	2016	G	Finesse	2067
1005308	0.5600	8	2016	G	Hunters Hill	2098
1000004	0.1500	3	2016	G	SABA	5701
1000322	0.0800	3	2016	G	Woolgoolga	2292
1001175	0.3800	4	2016	R	Wagga Wagga	2267
1006509	0.1000	5	2016	G	In Barossa	5708
1001175	0.2300	5	2016	G	Wagga Wagga	2267
1001175	0.1200	5	2016	G	Wagga Wagga	2267
1001175	0.1700	6	2016	G	Wagga Wagga	2267
1005812	0.1000	6	2016	G	Caloundra	4592
1001337	0.2000	6	2016	G	Riverview	2245
1007335	0.1700	7	2016	R	Albany	6754
1001159	0.1100	7	2016	G	Phillip Island	3440
1005146	0.2100	6	2016	G	Bridge Away	2228
1000322	0.4800	7	2016	G	Woolgoolga	2292
1008846	0.0700	7	2016	G	Woolgoolga	2292
1010832	0.0900	7	2016	G	Woolgoolga	2292
1010859	0.4800	7	2016	G	Woolgoolga	2292
1005669	0.5700	7	2016	G	Waverley	3480
1005677	0.1500	7	2016	G	Waverley	3480
1005685	0.0600	7	2016	G	Waverley	3480
1007173	0.1400	7	2016	G	Waverley	3480
1009168	0.2900	7	2016	G	Waverley	3480
1007823	0.0800	7	2016	G	Peninsula-Vic	3437
1005812	0.4700	7	2016	G	Caloundra	4592
1005820	0.1100	7	2016	G	Caloundra	4592
1000829	0.3600	7	2016	G	Hunters Hill	2098
1001175	0.1500	7	2016	G	Wagga Wagga	2267
1011537	0.2100	8	2016	G	Sanctuary	4677
1006002	0.0800	8	2016	G	Cairns	4590
1006010	0.0800	8	2016	G	Cairns	4590
1012347	0.1200	8	2016	G	Canning	6756
1012355	0.2400	8	2016	G	Canning	6756
1003143	0.2300	8	2016	G	Tivoli	3474
1007823	0.4500	8	2016	G	Tivoli	3474
1005677	0.1100	8	2016	G	Waverley	3480
1005685	0.1100	8	2016	G	Waverley	3480
1009168	0.3600	8	2016	G	Waverley	3480
1006509	0.1000	8	2016	G	In Barossa	5708
1000802	0.1400	8	2016	G	Bunbury	6757
1000810	0.1200	8	2016	G	Bunbury	6757
1002678	0.0600	9	2016	G	SABA	5701
1012339	0.1200	9	2016	G	Canning	6756
1012347	0.1200	9	2016	G	Canning	6756
1012851	3.6100	9	2016	G	Pt Macq. Hastings	2227
1000829	0.3000	9	2016	G	Hunters Hill	2098
1000659	0.4700	9	2016	G	Bayside	3311
1004484	0.1500	9	2016	G	Bayside	3311
1012347	0.1300	10	2016	G	Canning	6756
1006312	0.2300	9	2016	G	Cairns	4590
1011006	0.0900	9	2016	G	Cairns	4590
1005812	0.1600	9	2016	G	Caloundra	4592
1005820	0.0900	9	2016	G	Caloundra	4592
1011367	0.0600	9	2016	G	Caloundra	4592
1010697	0.3200	10	2016	G	Finesse	2067
1013505	0.0800	9	2016	G	Bunbury	6757
1013513	0.1400	9	2016	G	Bunbury	6757
1013521	0.1400	9	2016	G	Bunbury	6757
1005812	0.2200	10	2016	G	Caloundra	4592
1016210	0.0400	10	2016	G	Caloundra	4592
1006509	0.1200	10	2016	G	In Barossa	5708
1000731	0.1600	3	2016	G	Adelaide	5704
1000748	0.1600	3	2016	G	Adelaide	5704
1000731	0.2100	4	2016	G	Adelaide	5704
1000748	0.2100	4	2016	G	Adelaide	5704
1000918	0.0900	5	2016	G	Sanctuary	4677
1001566	3.0500	6	2016	R	SABA	5701
1005091	0.2700	5	2016	G	Paynesville	3435
1003399	0.3500	5	2016	G	Waverley	3480
1004239	0.1200	5	2016	G	Waverley	3480
1004409	0.1000	5	2016	G	Waverley	3480
1004735	0.3100	5	2016	G	Waverley	3480
1000901	0.0800	5	2016	G	Maylands	6777
1005731	0.0800	6	2016	G	Caloundra	4592
1005741	0.0900	6	2016	G	Caloundra	4592
1007580	0.0600	6	2016	G	Caloundra	4592
1001736	0.2500	7	2016	R	Berwick	3317
1000411	0.0800	7	2016	G	In Barossa	5708
1000391	0.0800	7	2016	G	In Barossa	5708
1005091	0.2100	7	2016	G	Paynesville	3435
1000731	0.5800	6	2016	G	Adelaide	5704
1000748	0.5800	6	2016	G	Adelaide	5704
1001574	0.1700	7	2016	G	Peninsula-Vic	3437
1005731	0.0500	7	2016	G	Caloundra	4592
1005741	0.3200	7	2016	G	Caloundra	4592
1007580	0.2100	7	2016	G	Caloundra	4592
1007599	0.0600	7	2016	G	Caloundra	4592
1004239	0.0600	7	2016	G	Waverley	3480
1004409	0.1200	7	2016	G	Waverley	3480
1007416	0.1200	7	2016	G	Waverley	3480
1006150	0.2200	5	2016	G	Redcliffe	4560
1006177	0.1100	5	2016	G	Redcliffe	4560
1006185	0.1500	5	2016	G	Redcliffe	4560
1002831	0.3500	6	2016	G	Canberra	1851
1000306	0.1500	5	2016	G	Gardenvale	3320
1000314	0.0800	5	2016	G	Gardenvale	3320
1004336	0.1200	6	2016	G	Toowong	4572
1004158	0.1500	6	2016	G	Mollymook	2146
1007009	0.4800	6	2016	G	Joondalup	6783
1005839	0.2600	6	2016	G	Newcastle	2160
1005847	0.0800	6	2016	G	Newcastle	2160
1006665	0.0900	6	2016	G	Newcastle	2160
1006835	0.2200	6	2016	G	Newcastle	2160
1007998	0.0600	7	2016	G	VBA	3301
1000306	0.4800	8	2016	G	joanbutts	4518
1001302	0.2100	8	2016	G	VBA	3301
1001310	0.2100	8	2016	G	VBA	3301
1002651	0.5400	7	2016	G	Maitland	2133
1002831	0.1800	8	2016	G	Canberra	1851
1004670	0.0900	8	2016	G	Canberra	1851
1007009	0.4700	8	2016	G	Joondalup	6783
1002651	0.1900	8	2016	G	Maitland	2133
1004328	0.1100	9	2016	G	Central Coast	2025
1011022	0.0700	9	2016	G	Central Coast	2025
1002325	0.0300	8	2016	G	Sydney	2006
1006983	0.3200	8	2016	G	Sydney	2006
1002325	0.0400	8	2016	G	Sydney	2006
1011863	0.2000	8	2016	G	Sydney	2006
1011863	0.0500	8	2016	G	Sydney	2006
1005014	0.0800	9	2016	G	Illawarra	2105
1014676	0.2500	9	2016	G	Illawarra	2105
1014684	0.1300	9	2016	G	Illawarra	2105
1014692	0.1300	9	2016	G	Illawarra	2105
1014706	0.3400	9	2016	G	Illawarra	2105
1007998	0.2200	9	2016	R	Dendy	3326
1011162	0.6900	8	2016	G	Canberra	1851
1012509	0.1500	8	2016	G	Canberra	1851
1002651	0.6700	9	2016	G	Maitland	2133
1002813	0.3900	9	2016	G	Maitland	2133
1003992	0.2500	9	2016	G	Port Hacking	2220
1003992	0.1600	9	2016	R	Port Hacking	2220
1003161	0.1000	9	2016	G	TBA	7801
1013181	0.0900	9	2016	G	West Coast	6794
1011022	0.0800	11	2016	G	Central Coast	2025
1001582	0.1400	4	2016	G	Joondalup	6783
1000888	0.7400	5	2016	G	Central Coast	2025
1006231	0.1500	5	2016	G	Redcliffe	4560
1001744	0.3800	6	2016	G	Canberra	1851
1005421	0.1500	6	2016	G	Canberra	1851
1004591	0.2400	6	2016	G	Canberra	1851
1001086	0.1100	6	2016	G	Canberra	1851
1001061	0.0600	6	2016	G	Canberra	1851
1000225	0.0800	5	2016	G	Gardenvale	3320
1001582	0.3800	6	2016	G	Joondalup	6783
1006738	0.0600	6	2016	G	Newcastle	2160
1006754	0.0600	6	2016	G	Newcastle	2160
1006762	0.0600	6	2016	G	Newcastle	2160
1009745	0.1100	7	2016	G	Windsor	2277
1001256	0.9000	7	2016	G	Williamstown	3483
1001256	0.2300	8	2016	R	Williamstown	3483
1001256	0.8100	7	2016	G	Williamstown	3483
1000578	0.2800	7	2016	R	Melton	3412
1000561	0.2800	7	2016	R	Melton	3412
1003402	0.3000	8	2016	G	C.Coast Leagues	2036
1001086	0.0900	8	2016	G	Canberra	1851
1001744	0.1800	8	2016	G	Canberra	1851
1006592	0.0900	8	2016	G	Canberra	1851
1007742	0.1800	8	2016	G	Canberra	1851
1006231	0.1700	8	2016	G	Redcliffe	4560
1006258	0.3300	8	2016	G	Redcliffe	4560
1002597	0.2200	8	2016	G	Sydney	2006
1002597	0.0200	8	2016	G	Sydney	2006
1005073	0.0900	8	2016	G	Sydney	2006
1009419	0.0700	8	2016	G	Sydney	2006
1005065	0.0800	9	2016	G	Illawarra	2105
1011448	0.2100	8	2016	G	Canberra	1851
1009095	0.0600	9	2016	G	Sunshine Coast	4680
1001061	0.2500	9	2016	R	Canberra	1851
1011782	0.1800	9	2016	G	KLTC	3376
1013262	0.2500	9	2016	G	KLTC	3376
1013270	0.2500	9	2016	G	KLTC	3376
1007734	0.4500	9	2016	G	Ballina	2016
1015966	0.2200	10	2016	G	Canberra	1851
1007734	0.2900	10	2016	R	Ballina	2016
1012266	0.4600	10	2016	R	Joondalup	6783
1001248	1.1600	9	2016	G	Williamstown	3483
1001256	1.1600	9	2016	G	Williamstown	3483
1000020	0.0400	4	2016	G	Sydney	2006
1006134	0.1100	5	2016	G	Redcliffe	4560
1006207	0.1500	5	2016	G	Redcliffe	4560
1006290	0.1500	5	2016	G	Redcliffe	4560
1000845	0.1500	6	2016	G	Canberra	1851
1001450	0.0800	5	2016	G	Gardenvale	3320
1002384	0.0900	6	2016	G	Grange	2079
1004182	0.1800	6	2016	G	Mollymook	2146
1004042	0.2500	6	2016	G	West Coast	6794
1003186	0.5800	6	2016	G	Newcastle	2160
1005863	0.0600	6	2016	G	Newcastle	2160
1006721	0.1100	6	2016	G	Newcastle	2160
1006770	0.2600	6	2016	G	Newcastle	2160
1006797	0.0800	6	2016	G	Newcastle	2160
1004182	0.1800	7	2016	R	Mollymook	2146
1001450	0.4800	8	2016	G	joanbutts	4518
1000187	0.1900	8	2016	G	Nedlands	6785
1009060	0.1800	8	2016	G	Canberra	1851
1002384	0.1000	8	2016	G	Grange	2079
1002112	0.0800	8	2016	G	Sydney	2006
1002619	0.1400	8	2016	G	Sydney	2006
1003208	0.0800	8	2016	G	Sydney	2006
1001167	0.0900	3	2016	G	In City	5710
1001647	0.0800	4	2016	G	Easts	2065
1001655	0.0800	4	2016	G	Easts	2065
1002473	0.4200	5	2016	G	West Australian	6795
1002491	1.1900	5	2016	G	West Australian	6795
1002503	1.1900	5	2016	G	West Australian	6795
1004980	0.2100	5	2016	G	West Australian	6795
1001647	0.1900	5	2016	G	Easts	2065
1001655	0.1900	5	2016	G	Easts	2065
1003331	0.5100	6	2016	G	Melville	6758
1003348	0.1900	6	2016	G	Melville	6758
1004001	0.1200	6	2016	G	Melville	6758
1004018	0.1600	6	2016	G	Melville	6758
1004492	0.6900	6	2016	G	Melville	6758
1001647	0.1700	5	2016	R	Easts	2065
1001655	0.1700	5	2016	R	Easts	2065
1003331	0.1300	6	2016	G	Melville	6758
1003348	0.1200	6	2016	G	Melville	6758
1004001	0.0600	6	2016	G	Melville	6758
1004018	0.1000	6	2016	G	Melville	6758
1004492	0.5700	6	2016	G	Melville	6758
1002491	0.2900	6	2016	G	West Australian	6795
1002503	0.2900	6	2016	G	West Australian	6795
1003331	0.1000	6	2016	G	West Australian	6795
1005650	0.2400	6	2016	G	West Australian	6795
1006657	0.1900	6	2016	G	West Australian	6795
1001167	0.3400	7	2016	G	In City	5710
1012185	0.0800	8	2016	G	Donald	3330
1012193	0.2900	8	2016	G	Donald	3330
1012169	0.0800	8	2016	G	Donald	3330
1012177	0.1600	8	2016	G	Donald	3330
1000667	0.1500	8	2016	G	Nambucca	2170
1002821	0.1200	8	2016	G	Nambucca	2170
1007653	0.2100	8	2016	G	Nambucca	2170
1007661	0.2100	8	2016	G	Nambucca	2170
1013009	0.4800	9	2016	G	Whittlesea	3482
1013017	0.1800	9	2016	G	Whittlesea	3482
1006657	0.3100	9	2016	R	West Australian	6795
1011685	0.1600	9	2016	R	West Australian	6795
1011693	0.1600	9	2016	R	West Australian	6795
1002732	0.0700	4	2016	G	Parramatta	2200
1001051	0.5000	4	2016	G	Gympie	4625
1002899	0.1400	4	2016	G	Easts	2065
1002902	0.0700	4	2016	G	Easts	2065
1002910	0.1700	4	2016	G	Easts	2065
1003062	0.1000	4	2016	G	Easts	2065
1001914	0.0500	5	2016	G	West Australian	6795
1003577	0.4000	5	2016	G	Moonee	3348
1002899	0.2100	5	2016	G	Easts	2065
1002902	0.0700	5	2016	G	Easts	2065
1002929	0.2800	5	2016	G	Easts	2065
1006071	0.0300	6	2016	G	Melville	6758
1006088	0.0300	6	2016	G	Melville	6758
1006101	0.0700	6	2016	G	Melville	6758
1003232	0.1000	5	2016	G	NSBC@	2074
1004425	0.1700	6	2016	G	Brisbane	4528
1001388	0.7500	6	2016	G	Bayview	2044
1001401	0.8400	6	2016	G	Bayview	2044
1001906	1.3300	6	2016	G	Bayview	2044
1002724	0.6000	6	2016	G	Bayview	2044
1006916	0.5900	6	2016	G	Bayview	2044
1006924	0.8900	6	2016	G	Bayview	2044
1006932	0.8900	6	2016	G	Bayview	2044
1006071	0.1500	6	2016	G	Melville	6758
1006101	0.1300	6	2016	G	Melville	6758
1001914	0.1500	6	2016	G	West Australian	6795
1003232	0.1000	6	2016	G	NSBC@	2074
1003755	0.4900	7	2016	G	Carlingford	2077
1003763	0.4900	7	2016	G	Carlingford	2077
1008749	0.0900	7	2016	G	Carlingford	2077
1008757	0.0900	7	2016	G	Carlingford	2077
1006924	0.1300	6	2016	G	Narrabeen	2145
1006932	0.1300	6	2016	G	Narrabeen	2145
1004425	0.1100	7	2016	G	Brisbane	4528
1002732	0.1000	9	2016	G	Parramatta	2200
1005235	0.5500	9	2016	G	Surfers	4682
1001388	0.8300	9	2016	G	Bayview	2044
1001401	0.2400	9	2016	G	Bayview	2044
1001906	1.1600	9	2016	G	Bayview	2044
1002724	0.7600	9	2016	G	Bayview	2044
1006916	0.7400	9	2016	G	Bayview	2044
1006924	1.1900	9	2016	G	Bayview	2044
1006932	1.1900	9	2016	G	Bayview	2044
1017284	0.2400	10	2016	G	Bayswater	6765
1003917	0.2000	10	2016	G	Sunnybank	4566
1003925	0.0800	10	2016	G	Sunnybank	4566
1004425	0.0300	10	2016	G	Brisbane	4528
1002856	0.2800	4	2016	G	Easts	2065
1002872	0.0700	4	2016	G	Easts	2065
1003054	0.1000	4	2016	G	Easts	2065
1001213	0.8200	5	2016	G	West Australian	6795
1001760	0.0400	5	2016	G	West Australian	6795
1002465	0.3600	5	2016	G	West Australian	6795
1002872	0.1400	5	2016	G	Easts	2065
1006126	0.0400	6	2016	G	Melville	6758
1002716	0.6000	6	2016	G	Bayview	2044
1006126	0.3900	6	2016	G	Melville	6758
1000179	0.0800	6	2016	G	West Australian	6795
1001213	0.5100	6	2016	G	West Australian	6795
1001760	0.3800	6	2016	G	West Australian	6795
1003194	0.1100	6	2016	G	West Australian	6795
1004786	0.1000	6	2016	G	Sapphire Coast	2234
1004603	0.7400	6	2016	G	Tenterfield	2252
1007467	0.0300	7	2016	G	Brisbane	4528
1010468	0.1200	8	2016	R	Gympie	4625
1010468	0.2400	7	2016	G	Gympie	4625
1011987	1.2300	8	2016	G	Donald	3330
1007718	0.0900	8	2016	G	Ballarat	3309
1009788	0.4100	8	2016	G	In City	5710
1002295	0.0800	7	2016	G	South Perth	6788
1004549	0.0900	7	2016	G	South Perth	6788
1010549	0.0800	7	2016	G	South Perth	6788
1000616	0.1600	8	2016	G	Undercroft	6792
1011995	0.1900	8	2016	G	Brisbane Water	2022
1009291	0.0900	8	2016	G	Townsville	4690
1000934	0.1200	9	2016	G	Southside	2239
1001116	0.1800	9	2016	G	Watermark	2279
1002635	0.1600	9	2016	G	Watermark	2279
1010298	0.1500	9	2016	R	Queensland	4555
1011456	0.1800	9	2016	G	Shepparton	3460
1001450	0.0800	9	2016	G	OZ Bridge	3463
1010298	0.1300	9	2016	G	Queensland	4555
1010816	0.2400	9	2016	G	Queensland	4555
1001434	0.4100	9	2016	G	Macedon	3405
1002279	0.9300	9	2016	G	South Perth	6788
1004522	0.0500	9	2016	G	South Perth	6788
1004549	0.1900	9	2016	G	South Perth	6788
1010549	0.1600	9	2016	G	South Perth	6788
1014498	0.1900	9	2016	G	Lennox Head	2114
1008862	0.1000	9	2016	G	Toowoomba	4688
1008889	0.0600	9	2016	G	Toowoomba	4688
